mortality_trend,cohort_effect,smoking_index,crude_rate,premium_band,postcode_score,tenure_months,marketing_segment,contact_recency,web_logins,paperless_score,call_centre_index,app_sessions,survey_score,annuity_60,life_exp_60,survival_to_80
2.4737,-0.0857,0.5933,1.646,-4.854,3.22,0.399,10.86,-6.45,11.769,-0.671,10.423,6.303,-7.816,2.8487,-0.4455,0.5578
0.9445,0.4215,0.048,2.069,-5.448,3.764,8.729,-7.157,-4.333,7.909,-5.121,-8.853,7.023,-7.15,1.6579,0.309,0.4676
0.365,0.721,1.652,-4.539,-0.293,-10.124,17.061,1.93,-1.027,-15.936,-8.9,3.249,-0.281,-8.964,1.0652,0.3602,2.0432
0.8504,-0.057,-0.9354,-0.858,4.308,0.585,4.685,4.465,3.823,-4.569,-8.552,9.245,26.309,-5.545,0.9974,1.1503,-0.704
-0.5949,-1.1221,-0.8489,6.925,2.14,0.456,8.849,-4.637,-10.244,-0.611,-4.25,-0.543,-11.031,5.511,-1.4008,0.0066,-1.4491
0.6599,-0.3352,-0.6373,4.159,11.569,3.233,-1.292,-0.813,-0.428,1.232,4.837,-5.003,6.955,18.208,0.5139,0.3762,-0.4101
-0.7525,0.2272,-0.2967,0.282,-2.581,1.71,5.112,3.591,-2.434,6.053,9.141,9.495,1.582,2.153,-0.8539,0.4914,-0.9852
-1.7461,-0.3249,-0.334,3.896,-12.824,3.743,1.834,1.602,5.983,-4.881,-4.602,1.649,-6.907,1.887,-2.1389,-0.0228,-2.4636
-1.175,-0.4076,-1.0981,-7.326,21.019,-11.197,21.085,-8.321,-9.839,-2.276,-21.8,-10.347,-6.618,8.416,-1.5976,1.1281,-2.4574
0.3621,-0.2468,-0.8466,-4.729,10.012,4.073,-12.199,-0.749,12.924,-13.931,6.032,8.006,-17.576,6.719,0.2274,0.7818,-0.7996
0.6118,-0.0346,1.674,-2.29,-5.469,-9.67,10.233,-0.813,-15.035,-15.367,-3.215,-0.703,-1.322,0.786,0.654,-0.4171,2.1708
0.3371,0.9825,-1.2772,3.616,-0.023,2.561,3.238,6.559,-6.068,2.411,1.347,1.203,-4.021,-12.353,1.3195,2.8564,-1.2201
0.3059,0.3396,0.9145,-2.15,10.842,6.153,-10.154,-5.547,1.257,2.225,8.441,-5.272,-3.201,-1.127,0.6319,-0.1445,1.2646
0.0502,-0.1393,0.5886,-2.449,-0.801,2.185,0.485,-10.044,-16.46,7.235,2.647,-2.843,-7.845,1.502,-0.049,-0.508,0.7064
-1.229,-0.4283,-1.2261,-6.049,-7.562,-6.442,-12.511,6.263,2.953,2.168,-15.762,-8.274,13.191,-9.78,-1.7141,1.2892,-2.63
-0.7545,0.3402,-1.6445,3.407,3.215,3.621,9.025,3.202,-10.875,3.722,-8.518,2.401,-12.935,-11.514,-0.7295,2.8527,-2.4941
-0.4209,-0.4471,0.3654,-1.707,-0.397,-2.005,8.177,5.018,1.121,-2.108,-7.889,0.299,-10.68,-4.97,-0.7526,-0.6911,0.0722
-0.9359,1.469,-1.4041,0.138,4.565,4.39,0.486,15.14,-5.517,-0.525,12.576,-2.723,6.05,-11.913,-0.3825,3.4888,-2.529
0.412,-1.6924,-1.1561,3.919,13.769,-12.029,0.531,1.04,3.803,3.182,0.1,-7.829,-18.463,-7.239,-1.05,-0.0848,-1.0226
-1.6072,2.1773,0.7921,10.339,1.239,-5.596,13.67,-2.903,-14.748,6.054,11.372,-8.822,-4.772,6.459,-1.3358,1.7191,-0.958
0.3743,0.4887,0.7598,-1.637,-8.364,5.153,12.919,12.894,9.449,-1.517,-1.542,-2.269,4.673,-10.272,0.8513,0.0215,1.0482
-1.1391,1.05,0.4449,-2.434,3.336,-5.671,-5.741,5.68,10.048,12.775,-7.423,-11.456,0.089,5.332,-0.9217,0.7002,-0.7082
-0.951,0.7205,-0.4548,3.177,-0.804,8.187,14.92,2.328,3.461,-2.542,-8.006,4.094,-1.396,11.074,-0.8061,1.2604,-1.4177
0.2973,0.0688,-0.1438,1.581,-1.502,-4.672,-11.873,16.446,-1.718,0.341,8.086,0.766,9.539,3.346,0.4629,0.2659,0.0463
0.0899,-1.5617,0.256,9.593,-1.765,-11.024,-1.679,-7.488,3.129,12.187,6.083,-12.079,-5.895,-5.548,-1.2154,-1.8027,0.3596
-1.2474,-2.6976,0.6322,6.824,1.345,4.186,-18.211,-10.919,-0.962,-9.682,15.496,-1.233,-5.089,-2.769,-2.6896,-3.0956,-0.6645
2.1804,-1.6203,0.9017,4.734,6.391,2.814,8.62,2.308,2.479,-8.719,4.778,-2.224,1.585,-4.535,0.3804,-2.0963,1.0974
-0.2592,-0.431,-1.9183,3.058,8.925,7.915,8.434,6.414,0.75,0.279,2.278,-2.008,-11.111,-8.65,-0.6705,2.7161,-2.2834
-0.0822,-0.0589,-0.2924,3.505,-0.212,-3.468,14.513,2.075,-3.76,1.756,-2.225,4.415,-4.226,14.069,-0.1655,0.2588,-0.4093
0.0691,0.052,0.6233,5.649,-7.547,3.638,-4.559,-2.048,3.581,4.122,2.79,0.656,2.467,0.974,0.1458,-0.3366,0.7521
-0.7388,0.2044,0.5729,2.058,4.65,-6.483,-8.003,-2.416,3.055,-16.351,-8.309,5.992,-6.253,-0.248,-0.796,-0.2055,-0.091
-0.3494,0.336,-1.3734,3.046,-14.465,13.37,-2.897,-1.18,8.327,0.643,9.243,11.394,-1.719,-5.787,-0.2546,2.2852,-1.7609
-1.0576,0.7228,0.0209,-4.262,-5.253,-8.644,10.203,3.509,16.209,8.653,-2.861,-8.168,-9.385,-4.422,-0.9001,0.7152,-1.0746
2.2283,1.8983,0.0133,3.811,-13.365,14.551,10.615,1.374,-4.8,-0.4,5.133,0.024,-3.744,-12.093,5.4493,1.8856,0.0741
0.9129,-0.7533,1.3279,5.497,-10.32,2.592,15.325,2.371,0.682,-7.27,4.964,0.166,14.413,-3.905,0.2524,-1.2497,1.8784
-0.5322,1.8037,1.2857,0.496,7.266,14.158,-3.652,-3.674,-5.778,-9.968,-2.166,9.326,6.014,-6.486,0.5379,1.3319,0.9233
2.352,0.3351,-0.404,2.849,-8.821,-6.955,-16.116,-6.074,7.756,12.08,4.489,1.401,11.964,-5.857,3.3287,0.7554,-0.4674
-1.3326,0.0629,-0.6562,0.77,-0.251,0.277,-5.943,-6.664,0.752,4.5,1.593,-9.87,-0.606,15.04,-1.516,0.7985,-2.1487
1.1366,0.2845,2.6336,-9.223,8.102,-1.549,0.64,-7.326,3.926,-0.832,-12.705,6.682,-7.525,10.056,1.6777,0.7002,3.28
1.0781,0.8469,-0.0739,0.605,-5.218,11.012,-1.312,8.242,2.035,-7.757,8.168,2.537,1.294,-4.919,2.2567,0.9649,0.3188
-0.9562,-1.3573,1.4254,0.784,-4.754,13.953,-0.165,-3.652,-1.236,6.257,-10.803,16.093,-4.265,10.455,-1.7989,-1.8692,0.5657
0.4106,0.5147,-0.547,-3.749,21.503,9.131,-11.415,-4.024,9.014,0.125,21.836,3.208,-0.728,-5.77,1.0118,1.1272,-0.4003
3.2118,-0.5207,0.2434,5.117,-5.298,-19.055,-10.888,9.818,-0.358,8.078,-11.768,2.617,-10.14,-1.42,2.8838,-0.6951,-0.6009
-1.4668,0.2554,0.7974,1.073,-0.79,6.212,7.027,11.228,0.665,-6.668,-4.863,-5.734,9.599,-7.465,-1.6244,-0.2412,-0.7867
-0.366,0.7881,0.008,4.942,-6.046,-6.346,-1.012,-1.261,0.722,-5.147,-2.32,-10.556,5.445,-14.58,0.1112,0.7781,-0.2498
-0.422,0.7401,-0.2104,0.595,4.742,9.027,3.66,9.465,-2.283,-6.469,-3.72,-7.208,7.591,9.009,-0.0167,0.9916,-0.6198
0.0007,-0.7644,1.5369,0.661,1.513,-2.904,1.063,7.179,0.285,-0.479,2.263,9.829,6.151,1.155,-0.6161,-1.2466,1.6767
0.5918,1.5555,-1.0266,-8.293,6.932,5.657,13.991,17.806,12.613,-3.653,1.019,-1.938,-12.596,7.83,2.2141,2.911,-0.8088
-0.7211,-0.9254,-1.6131,-6.697,2.038,-5.944,-4.481,-13.574,-22.815,10.872,-5.381,3.226,-8.063,-4.068,-1.4435,1.5056,-2.4483
-0.0362,-1.8022,1.8715,-2.206,9.422,4.421,9.392,-17.377,-7.92,-0.312,-2.435,2.493,5.983,-2.135,-1.4851,-2.1447,2.0197
-0.0137,-1.7225,-0.6227,-2.041,5.831,-0.249,18.274,2.241,3.319,8.756,3.058,-4.952,-4.773,-4.052,-1.3179,-0.9958,-0.711
0.0405,-0.2285,0.7098,-3.455,-8.397,3.339,-1.268,-0.071,1.736,7.793,1.769,6.536,12.393,1.041,-0.1361,-0.6446,0.8074
-2.1351,-1.1345,-0.4136,-0.587,0.109,9.446,4.408,13.275,0.312,0.122,10.516,1.483,-6.916,5.117,-2.75,-0.6764,-3.2872
-0.6677,-0.4057,-0.4703,0.396,6.872,3.187,-3.662,2.123,8.206,-9.775,-9.795,-9.704,-1.5,-14.438,-1.0493,0.0755,-1.1049
1.0868,0.6699,0.1112,3.543,-3.252,-13.927,-10.063,3.248,-9.807,-3.181,3.208,13.018,-7.963,6.446,2.0572,0.5375,0.5954
-0.9274,0.078,-0.1082,-5.781,-6.646,-5.92,8.674,-12.583,-4.172,0.445,17.604,3.191,12.555,10.719,-1.1003,0.2517,-1.0335
-0.6651,2.2364,0.4641,2.392,-6.378,7.458,-9.329,-5.264,-13.2,-2.525,-8.074,-4.345,-5.369,8.967,0.5315,1.8731,-0.0173
2.6948,1.3368,-0.4424,-3.895,12.776,-14.609,-6.038,10.624,8.433,12.799,-2.55,1.732,-2.21,-5.016,5.3621,1.8016,-0.75
-0.541,-0.2335,-1.3804,2.832,-9.889,2.136,-9.221,0.962,-1.184,8.462,0.884,-10.872,-22.99,-7.944,-0.7547,1.74,-2.031
-0.2855,-0.3557,-1.8068,-0.262,-10.175,-21.083,-15.166,9.807,7.263,2.894,-8.578,0.684,16.18,-14.815,-0.5819,2.6831,-2.2804
0.24,-1.1015,0.6743,-6.817,-13.039,0.368,1.988,3.718,6.634,-5.397,-1.076,-12.923,-0.239,-12.598,-0.6674,-1.5692,0.911
1.0997,0.6235,-1.4169,0.795,-6.306,-7.61,-3.466,-9.12,-0.772,0.151,4.108,-0.242,8.429,1.626,1.9789,2.6833,-1.1675
-1.095,-0.3016,1.6479,0.518,-3.328,-4.933,-9.373,-8.262,0.192,1.022,8.364,-2.794,-5.392,-12.87,-1.45,-0.719,0.7441
0.2247,0.8232,-0.2054,6.634,5.906,13.61,4.308,1.112,-8.229,-1.574,-1.984,-12.253,11.725,-8.92,1.0045,1.0147,-0.0212
-0.8128,-1.9353,-0.1143,0.282,13.17,2.353,1.466,-4.906,-16.535,-6.242,1.64,9.014,-1.447,1.695,-2.059,-1.8801,-0.8865
0.0462,-0.1237,0.5394,1.307,-11.135,-3.85,-1.914,4.644,-5.949,13.165,9.27,-1.838,-14.246,11.271,-0.0287,-0.5064,0.6963
-1.2272,-1.4951,-0.8616,-4.44,13.683,-1.5,-7.774,2.911,7.071,2.842,12.437,9.683,-9.751,1.336,-2.2091,-0.4072,-2.2441
-0.8845,-0.6556,-0.9206,-3.307,0.274,6.628,4.882,5.614,2.972,15.319,1.273,-3.132,1.634,-1.445,-1.3358,0.4829,-1.9061
-1.4904,-1.5423,-1.7041,-5.214,-5.421,-8.468,8.009,13.8,-1.668,10.769,9.908,-7.427,-2.13,2.532,-2.3039,1.1122,-3.5989
1.2366,-1.0473,0.5441,4.866,-10.707,-6.393,0.927,9.233,5.576,14.412,11.506,8.956,10.994,-13.751,0.2986,-1.3812,0.9887
-0.1462,0.38,0.4475,-7.228,6.086,10.699,-1.438,2.232,11.812,11.715,5.183,0.798,-7.108,-2.206,0.1562,0.0299,0.4676
-0.6023,2.1627,-1.259,-10.893,2.118,1.323,-5.561,-11.219,-0.089,1.133,11.601,6.667,17.843,-1.909,0.5932,3.945,-1.8545
0.069,-1.0581,-1.2166,-1.414,-11.84,6.395,2.108,-2.662,-3.323,7.569,-7.328,-3.589,-6.995,0.537,-0.8258,0.5948,-1.2236
0.6537,-1.5068,-0.8184,-5.556,-6.004,0.18,1.032,-10.185,-0.493,-11.368,7.694,-3.809,-11.173,5.998,-0.6842,-0.4433,-0.5138
-1.9484,0.5888,1.2195,-1.225,-2.091,-1.668,-3.536,8.954,13.829,1.683,-1.441,-1.094,-7.395,-3.18,-2.2328,0.1192,-1.1951
-0.0731,1.0739,-1.1702,-2.433,-3.854,10.08,-3.402,3.614,5.926,3.372,-1.718,-4.507,-5.416,-8.641,0.7149,2.6464,-1.3014
0.6788,0.9513,-0.6845,5.717,-6.284,6.132,-4.524,19.788,-4.636,-13.117,-4.559,3.779,7.171,0.132,1.7467,1.7216,-0.4749
-2.1493,0.0443,-0.0357,-7.971,0.622,14.971,2.832,-8.386,3.015,-7.628,1.867,-0.029,-2.974,2.55,-2.5587,-0.022,-2.9332
-1.3173,-0.4906,0.0712,0.292,-7.948,2.924,-1.821,-10.469,1.065,13.841,-1.18,20.342,-8.615,8.648,-1.8276,-0.534,-1.397
0.737,-0.5846,-1.3657,-1.752,1.791,9.417,7.391,3.552,-0.945,0.815,-3.235,1.487,3.164,4.263,0.2877,1.4066,-1.1345
0.2181,0.298,-0.288,-5.713,-12.758,5.391,-2.758,3.256,9.617,8.028,7.02,1.868,3.596,11.639,0.5648,0.63,-0.1534
0.588,-0.9652,0.8593,0.63,4.999,3.1,8.364,-0.023,-14.361,-3.119,-7.708,-4.456,0.392,-2.059,-0.2969,-1.3549,1.2415
-0.2866,-1.1786,0.6084,-5.103,-2.45,0.336,1.216,4.083,5.166,-5.712,-3.955,0.487,-0.501,0.713,-1.1687,-1.5301,0.4379
0.0293,-0.3838,0.1838,-2.772,-1.205,17.283,3.075,-12.39,0.319,-1.828,-12.677,-8.513,0.001,1.954,-0.298,-0.5627,0.1546
-0.7458,-0.1168,0.7927,0.467,3.646,-6.975,-7.41,-10.468,-9.212,-5.003,-1.863,0.68,-13.153,11.622,-1.0102,-0.5473,0.2276
-2.1134,0.8594,-0.8116,-4.633,-5.103,13.605,5.232,1.166,-3.768,-6.8,-2.379,-6.124,4.145,-0.218,-2.4335,1.851,-3.6918
0.2417,-1.1266,0.912,-4.723,-1.811,0.893,3.159,2.796,0.254,7.02,22.92,-4.04,-1.494,-3.942,-0.6565,-1.6423,1.1244
-1.2989,1.2674,0.2023,-11.51,-6.676,-3.707,-8.48,-16.1,3.12,9.631,5.205,7.977,5.296,-4.287,-1.0647,1.0297,-1.1888
-2.0269,1.3343,0.275,-6.206,1.261,-5.544,11.701,8.866,15.767,5.7,-5.527,6.42,-10.568,-3.725,-2.1148,1.1296,-2.3543
0.7119,0.313,-0.7655,3.932,-1.76,-7.447,7.655,11.313,-7.422,-6.829,7.373,1.025,-4.719,20.637,1.2015,1.227,-0.543
-1.4336,-0.4386,-0.5398,-4.672,-4.245,9.07,5.446,-4.68,-11.567,19.724,1.991,13.924,-3.548,8.121,-1.8506,0.1464,-2.2345
0.8834,-0.1266,1.2083,2.155,-0.373,-7.178,-0.931,7.436,-0.594,-0.164,-2.025,2.27,-8.774,-5.869,0.9154,-0.5891,1.6868
1.9212,-0.5824,-0.1135,6.023,-6.252,-1.57,-8.616,8.215,-2.965,-4.787,-2.271,5.174,2.612,6.806,1.4923,-0.5446,0.1604
-0.7357,-0.2857,1.4067,2.947,1.437,-14.919,2.374,-9.391,0.867,5.761,18.543,13.474,0.237,14.519,-1.0085,-0.7127,0.8859
-0.1234,0.9071,-1.1618,6.451,-3.664,-6.378,0.143,-0.638,10.955,-2.104,-7.407,-4.248,-2.934,15.793,0.5313,2.4994,-1.3362
-1.3141,-1.2054,-3.1415,-9.296,-7.129,4.456,16.904,-10.263,-11.162,-1.733,-14.612,7.287,16.665,4.088,-2.0886,5.6035,-4.9422
-1.1667,-1.1526,-0.7595,-8.131,2.858,-1.85,-10.686,2.395,0.135,6.816,-2.608,1.413,0.523,8.235,-1.9678,-0.2387,-2.1093
0.301,-1.3188,-0.8167,2.407,-2.914,1.504,3.758,-9.065,-7.531,-16.799,11.909,-6.061,-4.514,15.653,-0.852,-0.3211,-0.6611
-0.0055,0.3275,-0.2876,-6.391,4.009,7.331,8.528,8.933,-11.953,5.914,-6.425,15.808,11.202,2.209,0.2282,0.6572,-0.2859
0.0388,0.3692,-1.6128,-1.944,2.777,11.978,-4.868,-12.075,-6.507,-4.264,10.47,-11.269,-1.969,-4.544,0.3968,2.7785,-1.7358
0.3498,-1.1672,0.3797,-0.683,-21.347,-18.072,-4.211,4.022,-9.713,-2.926,6.372,8.115,-14.244,2.33,-0.6237,-1.4069,0.6014
0.5565,1.3027,-0.2814,4.508,2.599,-3.152,11.681,5.348,-9.298,1.683,5.195,8.838,-18.406,0.5,1.9518,1.5914,-0.0264
-0.4408,0.8646,-1.0215,-3.604,2.676,-6.784,19.019,6.058,1.061,-10.209,1.004,-15.577,-4.849,5.21,0.0977,2.2175,-1.5098
-0.4599,-0.4583,-0.8545,-4.871,-9.508,-6.992,-1.046,1.258,-2.791,-3.021,-1.469,3.544,-6.166,-2.296,-0.8644,0.6252,-1.2371
1.8098,0.2798,0.4915,0.006,8.949,8.475,-12.081,3.756,1.502,0.844,-11.552,-7.44,7.514,-20.895,2.5247,-0.0291,0.8846
0.8171,-0.7004,-0.63,-3.525,9.951,4.729,6.738,12.77,14.012,-6.868,0.25,1.355,14.461,0.757,0.247,0.0234,-0.3666
-0.0727,-1.406,-0.4378,-0.998,-5.138,-6.101,6.381,-0.384,-16.315,8.926,-8.546,-0.541,1.081,13.096,-1.222,-0.9262,-0.5559
-0.4207,-1.9792,-0.2792,0.369,-6.367,6.252,1.185,-17.366,4.983,2.773,6.706,-5.161,1.754,-2.232,-1.8334,-1.6688,-0.6735
-0.3959,-0.7059,-1.0233,1.573,-0.653,5.574,0.352,-2.439,-1.863,12.072,2.532,-6.047,11.79,6.245,-0.9992,0.591,-1.4891
0.5221,0.0152,-0.7656,1.697,13.383,-7.981,5.128,-2.667,11.921,-12.052,3.571,12.332,1.147,4.139,0.6306,0.9495,-0.5715
-0.009,0.2955,-1.1245,-3.587,0.068,1.15,10.653,1.008,2.228,-11.684,-3.023,-0.498,-4.954,-7.848,0.2037,1.8806,-1.1768
1.3057,1.3098,0.2112,-5.86,-5.691,16.021,3.423,3.52,-5.634,10.362,-12.466,4.373,5.153,-11.575,3.1699,1.1585,0.6743
-1.1922,0.9349,0.2673,3.839,-17.304,-4.874,1.599,6.59,1.941,-11.296,-0.667,2.743,2.964,-3.226,-0.9355,0.7828,-0.9656
0.2108,0.0228,0.1214,1.232,-1.082,-1.093,7.765,6.549,6.375,-9.093,-21.665,-6.25,5.816,-1.586,0.2039,-0.0902,0.3308
0.434,-0.2281,0.6226,-0.738,-0.832,4.981,2.584,-4.211,2.933,-5.502,5.792,2.134,-0.814,4.643,0.2758,-0.6739,0.896
-0.3775,1.1773,1.6736,2.072,-10.087,2.203,-14.164,-4.116,13.423,-7.913,-6.787,7.545,-0.989,-8.505,0.4065,0.7666,1.5493
0.2346,-0.3566,0.2077,-4.062,3.554,6.775,-6.693,-5.895,1.174,-21.892,5.595,8.077,15.206,14.654,0.0513,-0.5043,0.3689
0.8605,-0.6334,0.3637,-0.857,12.58,-7.906,2.315,-14.779,7.987,2.999,-9.251,-6.158,14.183,10.248,0.3725,-0.9242,0.8003
0.4359,0.4378,-0.3215,2.445,15.004,0.864,7.096,1.812,0.453,9.224,11.343,-7.195,-16.005,-2.152,1.0035,0.7051,-0.1369
-0.8083,1.3791,1.2967,-2.319,-6.045,8.738,4.004,3.012,-1.505,6.509,-9.594,5,-10.091,-0.619,-0.1932,0.8745,0.6632
-0.4647,-0.6474,2.181,-1.414,11.108,0.119,-3.984,6.009,0.194,-3.745,-8.049,17.781,11.931,1.618,-0.9259,-0.7258,2.0672
-0.0823,0.277,0.2708,10.257,8.684,-7.574,0.338,-11.13,-10.487,7.305,5.358,5.608,7.768,12.584,0.0264,0.0453,0.2728
-0.4228,-0.5893,-1.4954,2.833,-13.946,5.945,4.661,-3.517,12.085,11.028,6.231,1.838,3.996,6.496,-0.9322,1.6106,-1.9597
-0.1294,-1.0448,-0.1158,1.237,11.006,2.446,9.41,-1.954,2.551,2.699,13.536,-6.715,3.508,-1.4,-0.9101,-0.8778,-0.247
0.6093,-1.184,-1.4576,-6.432,-13.931,-1.181,2.439,-0.307,-0.628,6.139,4.14,-3.123,2.817,0.811,-0.4163,0.9532,-1.2547
0.0451,1.0092,0.7768,0.435,-2.953,-20.087,-7.1,-1.914,7.985,3.643,-3.623,8.921,17.999,5.356,0.9554,0.5804,0.8793
-0.4024,-0.8178,1.5956,-7.525,0.271,8.916,-3.318,12.6,14.031,-15.781,9.946,11.3,5.2,1.986,-1.0338,-1.3688,1.4251
0.6987,-2.166,0.1421,6.829,-11.129,5.451,12.283,9.359,6.626,10.631,1.82,-0.362,10.728,-1.273,-1.3988,-2.2906,0.5078
-1.9704,0.8658,-0.707,-3.381,-15.576,-4.68,-11.547,6.806,19.602,3.39,-8.664,-3.271,3.202,-12.02,-2.2395,1.749,-3.3369
-1.3123,0.1336,0.7472,3.806,-2.19,-2.343,2.522,-8.081,4.17,-0.09,-2.147,9.032,17.265,-1.733,-1.4971,-0.2861,-0.6035
-0.3039,1.0875,0.3307,4.461,-6.464,7.679,-11.32,8.985,-13.159,-12.26,-9.155,7.977,11.495,4.522,0.4463,0.9634,0.1271
-0.1768,-2.4339,0.1194,-3.104,-4.468,-9.317,13.074,7.107,1.73,-0.891,-0.377,-12.146,4.457,-7.554,-2.0174,-2.5531,-0.0035
-1.4144,0.5565,-1.9804,-0.819,-8.943,16.62,2.307,0.441,9.694,3.414,-0.497,5.681,-12.765,-11.465,-1.5331,3.8635,-3.8114
-0.0358,-1.741,0.3571,-0.521,-5.415,-0.94,-2.208,-7.975,4.644,-1.767,-12.409,6.173,1.991,-0.585,-1.3857,-2.0547,0.4089
0.593,0.4736,0.5401,0.021,9.613,10.639,-0.358,-12.337,-13.314,-14.663,8.113,2.953,4.857,-3.037,1.1362,0.0378,0.8295
-0.542,0.8271,1.6898,1.458,13.011,7.977,1.142,-9.607,-7.89,10.414,3.9,15.056,-12.133,3.708,-0.1359,0.4533,1.4034
-0.6315,0.0371,0.1084,3.075,5.754,7.216,9.578,3.369,-18.543,4.826,-1.994,-5.396,0.221,-1.048,-0.7236,-0.0762,-0.4512
-0.8435,1.1577,-0.817,10.015,-4.211,3.335,-8.417,-0.759,-4.923,-3.864,-8.374,24.737,-3.667,12.438,-0.3672,2.1215,-1.6768
0.5449,1.5127,1.3145,2.204,0.194,-8.463,3.993,-2.488,-5.189,2.669,-0.405,-1.519,3.847,-7.662,2.0777,1.0688,1.7235
-0.8874,2.93,-0.9126,6.197,11.494,3.052,11.615,-0.259,5.262,-4.028,-7.616,7.167,10.217,2.054,0.4813,4.0534,-1.8403
-0.2516,-0.9367,-0.9591,-8.773,10.696,10.108,-1.942,-1.682,10.408,-0.52,-6.154,5.521,0.814,-0.071,-1.0405,0.2985,-1.287
0.2335,-1.6057,-1.9274,1.271,0.697,-9.728,1.213,7.51,-9.09,-10.707,-4.357,-1.671,2.685,5.211,-1.108,1.6251,-1.9723
-1.305,-1.57,-0.4529,2.747,-6.696,16.878,6.051,-3.196,8.044,-4.542,-6.857,7.646,11.595,-6.653,-2.1707,-1.0686,-1.9493
-0.1287,1.016,-1.1811,0.145,9.807,1.097,12.951,-19.505,-4.03,3.516,-4.148,-11.154,-9.107,-4.274,0.6631,2.6438,-1.4091
-1.9215,-0.5456,0.8278,0.444,7.337,7.994,-4.486,3.546,8.298,4.452,5.138,1.335,3.576,-8.421,-2.4744,-1.0229,-1.5785
0.9102,0.5914,0.7718,3.221,3.525,4.745,19.464,-1.182,-10.479,6.41,-1.348,6.611,12.928,11.513,1.6997,0.1429,1.2638
0.4489,0.127,-0.8462,7.125,1.986,3.7,-6.847,-1.421,0.161,-1.447,0.322,-0.926,-1.43,-4.434,0.6259,1.1696,-0.677
1.5627,0.8325,1.1498,-1.778,-8.051,-4.424,-0.456,-2.878,-10.161,0.767,14.731,-6.426,7.128,3.264,3.0335,0.3001,1.6652
-0.7557,-0.8323,-0.7523,1.78,14.383,-6.505,-0.83,10.435,4.222,-5.604,6.443,4.791,-2.168,10.082,-1.3419,0.0829,-1.5466
1.4317,0.3556,0.9696,-6.462,10.522,-4.542,-3.855,6.726,-1.595,3.303,6.938,17.023,-5.422,2.063,2.1858,-0.1137,1.4225
1.8696,-0.6787,1.0249,-3.487,11.437,7.67,-8.491,-5.039,7.681,-5.394,13.093,-8.553,-2.652,-4.077,1.2971,-1.1705,1.4175
0.4695,1.8994,1.6129,-1.964,2.173,3.499,-0.298,4.603,-0.882,-3.587,2.502,8.231,9.438,-6.858,2.3037,1.4835,2.0343
-0.3958,-1.3846,-1.833,-6.321,-5.728,-16.321,-4.26,3.041,2.288,-9.743,2.581,-4.673,6.193,0.451,-1.4782,1.6426,-2.3248
-0.5879,0.9194,1.4956,-11.654,5.063,-9.699,1.826,-7.205,-0.969,1.12,23.062,-3.342,-6.194,-0.161,-0.1121,0.438,1.1095
-0.8588,0.5903,-1.7517,8.109,-11.109,-11.442,0.104,5.178,-8.493,6.088,4.944,-1.024,-6.03,15.419,-0.7475,3.3995,-2.7018
-0.4758,-0.28,-0.3108,0.332,14.758,-2.895,7.769,0.139,-3.528,-0.69,6.176,-5.156,12.6,-2.812,-0.7683,0.028,-0.75
-0.9557,1.631,1.3968,-0.533,9.692,17.123,-1.216,8.275,9.275,3.703,-8.576,10.195,-18.841,-14.094,-0.33,1.1646,0.5457
-1.5979,-1.5373,0.1741,-3.011,-12.012,5.635,2.168,8.827,6.201,0.13,-0.748,-3.292,-18.554,-9.158,-2.4178,-1.5948,-1.6896
-0.3124,-0.6393,-2.905,-5.055,-4.596,2.849,4.899,-19.681,-5.485,0.629,1.109,8.23,8.43,-9.055,-0.8306,5.3383,-3.3999
2.4822,-0.6051,0.0697,2.07,3.767,12.937,-3.992,6.264,3.94,0.447,-9.483,0.927,6.389,-3.22,2.0389,-0.6363,-0.0452
0.273,-0.6749,0.0797,-7.492,10.982,-8.374,3.285,-3.594,-8.495,8.584,4.094,5.593,-6.826,-8.958,-0.2757,-0.7892,0.2493
0.6126,-0.4166,0.9004,7.044,-6.287,-5.203,-2.461,6.952,15.138,0.85,-2.066,12.506,-10.578,2.868,0.3397,-0.8539,1.3506
0.6888,-0.7623,2.0065,6.898,23.574,-4.642,-2.139,6.121,0.352,-8.929,-0.393,-2.777,2.919,-13.431,0.0875,-1.0767,2.5607
-0.0043,-1.1474,-0.002,1.983,-3.365,-4.419,-12.784,10.899,5.316,-2.655,-7.572,-0.78,7.487,-1.353,-0.9178,-1.0842,0.007
-1.9646,-0.2544,-0.1676,-2.638,4.823,-0.7,-7.584,12.112,-1.358,7.352,-1.835,-2.737,9.113,-4.047,-2.3739,-0.172,-2.7162
-0.6778,-0.2406,-0.5091,0.458,1.251,-2.955,-1.902,-5.848,-5.799,-0.721,3.712,-2.313,-2.121,-1.185,-0.8959,0.2331,-1.1908
-0.6625,-0.155,-0.5569,-5.61,6.313,7.863,-4.386,7.863,-5.308,-12.915,9.955,1.474,-1.656,-3.735,-0.8615,0.4976,-1.2025
0.4224,0.7977,-0.3734,-0.708,8.942,-1.027,-4.413,9.461,10.748,-6.567,6.064,-2.34,0.454,-6.051,1.2386,1.1883,-0.1719
-0.9943,-1.162,0.8152,1.049,9.829,-3.453,5.255,-16.71,2.887,9.735,-16.608,2.245,11.42,-0.019,-1.7866,-1.6319,-0.0981
